Rho1,Rho2,StageType,GlobalI1,GlobalE1,GlobalS1,DIF1,DIMI1,DIME1,DIMS1,DIM1,DIMper1,INTI1,INTE1,INTS1,INT1,INTper1,DI1,DIS1,AIper1,GlobalI2,GlobalE2,GlobalS2,DIF2,DIMI2,DIME2,DIMS2,DIM2,DIMper2,INTI2,INTE2,INTS2,INT2,INTper2,DI2,DIS2,AIper2,BalDIMI1,BalDIME1,BalDIMS1,BalDIMI2,BalDIME2,BalDIMS2,DIF1divDIF2,VQ1,VQ2,SQ1,SQ2,BQr1,BQr2,BQa1,BQa2,CQ1,CQ2
948,864,,5,9,14,24,5,8,11,9,0.38,0,1,3,4,0.17,5,0,0.5,12,13,25,38,9,12,17,13,0.34,3,1,8,12,0.32,12,0,0.5,,,,,,,0.63,37,13,63,25,1.7,1.92,50,19,85.14,36.54
936,910,,5,11,10,24,5,9,7,6,0.25,0,2,3,5,0.21,4,0,0.5,5,17,15,28,5,12,11,8,0.29,0,5,4,9,0.32,6,0,0.5,,,,,,,0.86,35,11,45,17,1.29,1.55,40,14,51.43,21.64
918,830,,12,8,16,28,9,7,12,8,0.29,3,1,4,8,0.29,4,2,0.61,16,15,29,44,12,10,20,16,0.36,4,5,9,18,0.41,9,0,0.5,,,,,,,0.64,46,18,78,34,1.7,1.89,62,26,105.13,49.11
908,792,,7,18,15,32,7,14,11,10,0.31,0,4,4,8,0.25,4,0,0.5,29,16,28,50,19,12,19,7,0.14,10,4,9,23,0.46,7,0,0.5,,,,,,,0.64,50,18,80,30,1.6,1.67,65,24,104,40
950,774,,8,3,15,22,7,3,12,14,0.64,1,0,3,4,0.18,5,0,0.5,20,14,35,48,14,9,23,21,0.44,6,5,12,23,0.48,13,2,0.54,,,,,,,0.46,40,18,94,46,2.35,2.56,67,32,157.45,81.78
942,828,,11,8,11,26,9,7,10,4,0.15,2,1,1,4,0.15,2,0,0.5,23,19,12,40,14,13,10,11,0.28,9,6,2,17,0.43,10,0,0.5,,,,,,,0.65,34,8,68,28,2,3.5,51,18,102,63
960,820,,3,8,7,14,3,6,5,4,0.29,0,2,2,4,0.29,2,0,0.5,17,19,21,44,13,14,14,7,0.16,4,5,7,16,0.36,5,0,0.5,,,,,,,0.32,22,8,67,23,3.05,2.88,44.5,15.5,135.52,44.56
916,744,,11,11,11,28,10,7,9,2,0.07,1,4,2,7,0.25,5,0,0.5,18,13,34,54,12,11,17,33,0.61,6,2,17,25,0.46,26,0,0.5,,,,,,,0.52,37,9,112,58,3.03,6.44,74.5,33.5,225.51,215.89
928,944,,5,15,8,24,5,10,7,12,0.5,0,5,1,6,0.25,9,0,0.5,11,10,5,20,8,8,4,4,0.2,3,2,1,6,0.3,3,0,0.5,,,,,,,1.2,42,18,30,10,0.71,0.56,36,14,25.71,7.78
884,808,,14,19,17,38,11,14,13,4,0.11,3,5,4,12,0.32,3,0,0.5,27,15,14,42,17,10,10,9,0.21,10,5,4,19,0.45,11,2,0.55,,,,,,,0.9,54,16,72,30,1.33,1.88,63,23,84,43.13
936,812,,10,5,16,26,9,5,12,10,0.38,1,0,4,5,0.19,7,0,0.5,14,23,24,44,10,16,16,4,0.09,4,7,8,19,0.43,5,0,0.5,,,,,,,0.59,41,15,67,23,1.63,1.53,54,19,88.24,29.13
956,840,,8,8,10,24,7,8,9,3,0.13,1,0,1,2,0.08,1,0,0.5,18,26,12,40,14,17,9,11,0.28,4,9,3,16,0.4,11,0,0.5,,,,,,,0.6,29,5,67,27,2.31,5.4,48,16,110.9,86.4
886,872,,19,12,18,38,14,11,13,4,0.11,5,1,5,11,0.29,4,2,0.55,10,9,30,36,7,8,21,27,0.75,3,1,9,13,0.36,14,0,0.5,,,,,,,1.06,55,17,76,40,1.38,2.35,65.5,28.5,90.51,67.06
910,900,,12,12,16,32,10,10,12,4,0.13,2,2,4,8,0.25,4,2,0.53,7,11,24,32,6,9,17,19,0.59,1,2,7,10,0.31,11,0,0.5,,,,,,,1,46,14,61,29,1.33,2.07,53.5,21.5,70.95,44.54
850,810,,21,16,15,42,16,13,10,6,0.14,5,3,5,13,0.31,2,0,0.5,16,17,36,48,12,13,23,21,0.44,4,4,13,21,0.44,18,0,0.5,,,,,,,0.88,61,19,90,42,1.48,2.21,75.5,30.5,111.39,67.42
942,754,,12,6,12,26,10,6,10,4,0.15,2,0,2,4,0.15,2,0,0.5,15,36,28,54,11,24,19,18,0.33,4,12,9,25,0.46,11,2,0.54,,,,,,,0.48,34,8,99,45,2.91,5.63,66.5,26.5,193.63,149.06
872,930,,9,8,26,34,8,8,17,20,0.59,1,0,9,10,0.29,17,0,0.5,12,5,16,28,10,5,13,11,0.39,2,0,3,5,0.18,4,0,0.5,,,,,,,1.21,64,30,44,16,0.69,0.53,54,23,37.13,12.27
708,808,,27,31,26,62,19,17,18,13,0.21,8,14,8,30,0.48,12,2,0.58,18,22,28,48,14,15,19,9,0.19,4,7,9,20,0.42,7,0,0.5,,,,,,,1.29,107,45,77,29,0.72,0.64,92,37,66.21,23.84
938,906,,7,5,18,26,7,5,14,16,0.62,0,0,4,4,0.15,8,0,0.5,13,14,13,32,10,11,10,1,0.03,3,3,3,9,0.28,0,0,0.5,,,,,,,0.81,46,20,42,10,0.91,0.5,44,15,40.17,7.5
880,798,,16,12,11,32,13,7,7,7,0.22,3,5,4,12,0.38,3,0,0.5,10,19,31,42,8,11,21,21,0.5,2,8,10,20,0.48,10,2,0.67,,,,,,,0.76,51,19,85,43,1.67,2.26,68,31,113.33,70.16
890,832,,11,8,16,30,9,7,10,12,0.4,2,1,6,9,0.3,9,0,0.5,13,19,30,46,11,14,21,17,0.37,2,5,9,16,0.35,11,0,0.5,,,,,,,0.65,51,21,79,33,1.55,1.57,65,27,100.69,42.43
888,772,,5,16,16,28,5,10,11,8,0.29,0,6,5,11,0.39,7,2,0.75,20,22,35,52,14,15,23,17,0.33,6,7,12,25,0.48,11,0,0.5,,,,,,,0.54,49,21,94,42,1.92,2,71.5,31.5,137.16,63
972,940,,5,4,7,16,5,4,7,5,0.31,0,0,0,0,0,0,0,0.5,9,11,9,24,7,10,7,6,0.25,2,1,2,5,0.21,1,0,0.5,,,,,,,0.67,21,5,35,11,1.67,2.2,28,8,46.67,17.6
894,846,,8,13,23,34,7,11,16,14,0.41,1,2,7,10,0.29,11,0,0.5,13,21,21,40,10,15,14,5,0.13,3,6,7,16,0.4,5,0,0.5,,,,,,,0.85,58,24,61,21,1.05,0.88,59.5,22.5,62.58,19.69
934,888,,7,8,16,26,6,8,12,10,0.38,1,0,4,5,0.19,7,0,0.5,9,24,10,34,8,17,7,17,0.5,1,7,3,11,0.32,10,0,0.5,,,,,,,0.76,41,15,62,28,1.51,1.87,51.5,21.5,77.88,40.13
914,764,,7,10,14,24,6,7,10,9,0.38,1,3,4,8,0.33,4,0,0.5,28,14,37,54,20,11,23,15,0.28,8,3,14,25,0.46,17,0,0.5,,,,,,,0.44,41,17,94,40,2.29,2.35,67.5,28.5,154.76,67.06
890,912,,7,14,24,34,6,11,17,17,0.5,1,3,7,11,0.32,10,4,0.71,11,17,12,32,8,13,11,7,0.22,3,4,1,8,0.25,4,0,0.5,,,,,,,1.06,66,32,47,15,0.71,0.47,56.5,23.5,40.23,11.02
842,782,,15,7,28,38,12,7,17,19,0.5,3,0,11,14,0.37,19,2,0.66,14,13,33,48,11,11,17,30,0.63,3,2,16,21,0.44,27,0,0.5,,,,,,,0.79,73,35,99,51,1.36,1.46,86,43,116.63,62.66
860,942,,12,6,23,30,7,5,16,18,0.6,5,1,7,13,0.43,8,2,0.6,8,5,16,24,7,5,12,12,0.5,1,0,4,5,0.21,7,0,0.5,,,,,,,1.25,63,33,41,17,0.65,0.52,52,25,33.84,12.88
898,844,,6,10,16,28,6,8,10,14,0.5,0,2,6,8,0.29,10,0,0.5,9,27,20,40,7,19,14,17,0.43,2,8,6,16,0.4,8,0,0.5,,,,,,,0.7,50,22,73,33,1.46,1.5,61.5,27.5,89.79,41.25
930,770,,6,5,18,24,6,5,13,15,0.63,0,0,5,5,0.21,10,0,0.5,29,24,19,50,19,16,13,7,0.14,10,8,6,24,0.48,6,0,0.5,,,,,,,0.48,44,20,81,31,1.84,1.55,62.5,25.5,115.06,39.53
888,740,,6,5,29,30,6,5,19,27,0.9,0,0,10,10,0.33,20,0,0.5,28,23,18,48,18,14,13,12,0.25,10,9,5,24,0.5,6,4,0.69,,,,,,,0.63,67,37,88,40,1.31,1.08,77.5,38.5,101.79,41.62
858,882,,13,12,24,34,9,10,15,11,0.32,4,2,9,15,0.44,12,0,0.5,8,8,28,32,6,8,18,22,0.69,2,0,10,12,0.38,18,0,0.5,,,,,,,1.06,60,26,66,34,1.1,1.31,63,30,69.3,39.23
862,890,,22,15,11,36,14,12,9,9,0.25,8,3,2,13,0.36,11,0,0.5,16,14,16,36,12,12,12,0,0,4,2,4,10,0.28,2,0,0.5,,,,,,,1,58,22,46,10,0.79,0.45,52,16,41.24,7.27
854,772,,11,27,18,42,10,18,14,12,0.29,1,9,4,14,0.33,13,0,0.5,11,29,37,52,9,20,23,17,0.33,2,9,14,25,0.48,17,0,0.5,,,,,,,0.81,68,26,94,42,1.38,1.62,81,34,111.97,54.92
902,864,,6,10,23,30,6,8,16,18,0.6,0,2,7,9,0.3,12,0,0.5,11,16,25,38,9,12,17,13,0.34,2,4,8,14,0.37,10,0,0.5,,,,,,,0.79,57,27,65,27,1.14,1,61,27,69.56,27
740,940,,18,27,29,54,13,19,17,12,0.22,5,8,12,25,0.46,11,0,0.5,5,6,16,22,5,6,11,11,0.5,0,0,5,5,0.23,10,0,0.5,,,,,,,2.45,91,37,38,16,0.42,0.43,64.5,26.5,26.93,11.46
828,768,,21,11,23,40,14,7,16,8,0.2,7,4,7,18,0.45,3,0,0.5,21,25,28,52,14,16,20,8,0.15,7,9,8,24,0.46,3,0,0.5,,,,,,,0.77,66,26,84,32,1.27,1.23,75,29,95.45,35.69
886,944,,13,21,9,32,10,14,8,10,0.31,3,7,1,11,0.34,10,0,0.5,7,9,10,22,6,8,7,2,0.09,1,1,3,5,0.23,4,0,0.5,,,,,,,1.45,53,21,29,7,0.55,0.33,41,14,22.43,4.67
938,932,,13,3,13,24,11,3,10,9,0.38,2,0,3,5,0.21,4,0,0.5,7,4,15,24,7,4,10,15,0.63,0,0,5,5,0.21,10,0,0.5,,,,,,,1,38,14,44,20,1.16,1.43,41,17,47.47,24.29
912,754,,16,5,18,32,13,5,14,10,0.31,3,0,4,7,0.22,5,0,0.5,20,28,36,58,16,18,24,14,0.24,4,10,12,26,0.45,10,0,0.5,,,,,,,0.55,49,17,98,40,2,2.35,73.5,28.5,147,67.06
732,868,,27,15,32,56,18,12,17,22,0.39,9,3,15,27,0.48,18,2,0.57,9,17,17,34,7,10,13,8,0.24,2,7,4,13,0.38,8,0,0.5,,,,,,,1.65,107,51,55,21,0.51,0.41,81,36,41.64,14.82
736,860,,16,26,29,54,13,16,17,15,0.28,3,10,12,25,0.46,11,2,0.63,20,8,26,40,14,8,18,14,0.35,6,0,8,14,0.35,10,0,0.5,,,,,,,1.35,96,42,68,28,0.71,0.67,82,35,58.08,23.33
930,908,,10,8,15,26,8,7,11,7,0.27,2,1,4,7,0.27,5,0,0.5,19,14,7,32,14,11,7,10,0.31,5,3,0,8,0.25,7,0,0.5,,,,,,,0.81,40,14,50,18,1.25,1.29,45,16,56.25,20.57
938,894,,7,10,14,26,6,9,11,7,0.27,1,1,3,5,0.19,4,0,0.5,14,15,10,32,11,12,7,4,0.13,3,3,3,9,0.28,0,0,0.5,,,,,,,0.81,38,12,45,13,1.18,1.08,41.5,12.5,49.14,13.54
864,688,,14,17,25,42,12,12,18,12,0.29,2,5,7,14,0.33,7,2,0.52,35,25,16,56,18,17,13,22,0.39,17,8,3,28,0.5,23,2,0.64,,,,,,,0.75,70,28,108,52,1.54,1.86,89,40,137.31,74.29
776,788,,25,17,30,50,18,12,20,10,0.2,7,5,10,22,0.44,8,2,0.58,16,33,27,52,12,22,18,14,0.27,4,11,9,24,0.46,9,0,0.5,,,,,,,0.96,84,34,90,38,1.07,1.12,87,36,93.21,40.24
692,820,,28,29,31,64,19,19,17,14,0.22,9,10,14,33,0.52,9,0,0.5,10,14,34,46,7,10,23,23,0.5,3,4,11,18,0.39,15,2,0.52,,,,,,,1.39,111,47,89,43,0.8,0.91,100,45,80.18,41.17
898,872,,8,12,22,34,7,11,16,14,0.41,1,1,6,8,0.24,10,0,0.5,6,15,27,36,6,12,18,18,0.5,0,3,9,12,0.33,15,0,0.5,,,,,,,0.94,56,22,66,30,1.18,1.36,61,26,71.89,35.45
938,772,,4,9,17,26,4,8,14,16,0.62,0,1,3,4,0.15,5,2,0.58,19,29,24,48,13,20,15,12,0.25,6,9,9,24,0.5,3,2,0.6,,,,,,,0.54,48,22,86,38,1.79,1.73,67,30,120.04,51.82
712,726,,20,31,33,60,15,17,22,9,0.15,5,14,11,30,0.5,12,2,0.62,18,32,26,58,14,17,18,20,0.34,4,15,8,27,0.47,18,2,0.64,,,,,,,1.03,101,41,107,49,1.06,1.2,104,45,110.18,53.78
924,906,,7,5,21,26,6,5,15,19,0.73,1,0,6,7,0.27,11,2,0.73,3,19,17,30,3,14,13,12,0.4,0,5,4,9,0.3,6,0,0.5,,,,,,,0.87,54,28,51,21,0.94,0.75,52.5,24.5,49.58,18.38
876,896,,14,6,16,30,10,6,10,9,0.3,4,0,6,10,0.33,8,0,0.5,12,17,10,32,10,12,7,4,0.13,2,5,3,10,0.31,5,0,0.5,,,,,,,0.94,49,19,46,14,0.94,0.74,47.5,16.5,44.59,12.16
952,902,,7,8,10,22,6,7,9,5,0.23,1,1,1,3,0.14,0,0,0.5,8,21,14,34,7,16,11,14,0.41,1,5,3,9,0.26,6,0,0.5,,,,,,,0.65,30,8,57,23,1.9,2.88,43.5,15.5,82.65,44.56
892,730,,17,8,18,34,14,7,13,8,0.24,3,1,5,9,0.26,6,0,0.5,13,31,30,56,10,17,21,19,0.34,3,14,9,26,0.46,16,2,0.63,,,,,,,0.61,51,17,103,47,2.02,2.76,77,32,155.51,88.47
938,896,,8,7,16,26,7,7,12,10,0.38,1,0,4,5,0.19,7,0,0.5,5,11,19,28,5,7,13,11,0.39,0,4,6,10,0.36,8,0,0.5,,,,,,,0.93,41,15,49,21,1.2,1.4,45,18,53.78,25.2
782,808,,18,20,37,52,14,14,24,20,0.38,4,6,13,23,0.44,16,0,0.5,18,22,28,48,14,15,19,9,0.19,4,7,9,20,0.42,7,0,0.5,,,,,,,1.08,95,43,77,29,0.81,0.67,86,36,69.71,24.28
908,926,,9,11,21,34,8,10,16,14,0.41,1,1,5,7,0.21,8,0,0.5,18,6,10,28,13,6,9,11,0.39,5,0,1,6,0.21,9,2,0.54,,,,,,,1.21,55,21,47,19,0.85,0.9,51,20,43.58,18.1
828,884,,26,3,20,36,17,3,15,18,0.5,9,0,5,14,0.39,13,2,0.56,14,10,22,34,10,9,15,11,0.32,4,1,7,12,0.35,9,0,0.5,,,,,,,1.06,70,34,57,23,0.81,0.68,63.5,28.5,51.71,19.28
980,898,,2,5,7,14,2,5,7,7,0.5,0,0,0,0,0,0,2,0.57,9,15,17,32,8,12,12,4,0.13,1,3,5,9,0.28,6,0,0.5,,,,,,,0.44,23,9,45,13,1.96,1.44,34,11,66.52,15.89
946,820,,8,8,13,26,7,7,12,10,0.38,1,1,1,3,0.12,0,0,0.5,12,19,32,42,8,13,21,21,0.5,4,6,11,21,0.5,12,0,0.5,,,,,,,0.62,39,13,84,42,2.15,3.23,61.5,27.5,132.46,88.85
930,860,,12,5,17,28,10,5,13,11,0.39,2,0,4,6,0.21,6,0,0.5,20,21,12,40,14,16,10,8,0.2,6,5,2,13,0.33,5,2,0.53,,,,,,,0.7,45,17,63,23,1.4,1.35,54,20,75.6,27.06
968,940,,4,8,9,20,4,8,8,4,0.2,0,0,1,1,0.05,2,0,0.5,10,9,8,22,8,6,8,2,0.09,2,3,0,5,0.23,4,0,0.5,,,,,,,0.91,25,5,29,7,1.16,1.4,27,6,31.32,8.4
854,928,,18,9,22,38,14,8,14,10,0.26,4,1,8,13,0.34,11,0,0.5,9,15,9,26,7,12,7,10,0.38,2,3,2,7,0.27,2,0,0.5,,,,,,,1.46,61,23,43,17,0.7,0.74,52,20,36.66,14.78
878,910,,14,12,20,36,10,10,14,6,0.17,4,2,6,12,0.33,6,2,0.56,11,13,8,28,7,10,8,2,0.07,4,3,0,7,0.25,5,0,0.5,,,,,,,1.29,56,20,37,9,0.66,0.45,46.5,14.5,30.72,6.53
966,858,,4,8,6,16,4,7,5,5,0.31,0,1,1,2,0.13,1,0,0.5,22,17,18,42,16,13,13,6,0.14,6,4,5,15,0.36,3,0,0.5,,,,,,,0.38,23,7,63,21,2.74,3,43,14,117.78,42
938,802,,12,6,13,26,10,6,10,4,0.15,2,0,3,5,0.19,4,0,0.5,23,29,14,46,16,19,10,11,0.24,7,10,4,21,0.46,9,0,0.5,,,,,,,0.57,35,9,78,32,2.23,3.56,56.5,20.5,125.91,72.89
898,928,,8,18,16,32,7,13,12,7,0.22,1,5,4,10,0.31,5,0,0.5,10,12,11,26,8,9,9,1,0.04,2,3,2,7,0.27,2,0,0.5,,,,,,,1.23,49,17,34,8,0.69,0.47,41.5,12.5,28.8,5.88
838,878,,16,10,29,40,13,7,20,20,0.5,3,3,9,15,0.38,12,0,0.5,16,19,15,38,12,15,11,7,0.18,4,4,4,12,0.32,0,0,0.5,,,,,,,1.05,75,35,57,19,0.76,0.54,66,27,50.16,14.66
916,834,,7,8,19,26,6,7,13,13,0.5,1,1,6,8,0.31,10,0,0.5,16,15,30,44,12,11,21,19,0.43,4,4,9,17,0.39,10,0,0.5,,,,,,,0.59,47,21,80,36,1.7,1.71,63.5,28.5,108.09,48.86
922,850,,15,7,15,30,12,7,11,6,0.2,3,0,4,7,0.23,5,0,0.5,23,15,21,42,16,11,15,6,0.14,7,4,6,17,0.4,4,0,0.5,,,,,,,0.71,43,13,65,23,1.51,1.77,54,18,81.63,31.85
952,844,,7,11,7,22,6,10,6,8,0.36,1,1,1,3,0.14,0,0,0.5,17,28,16,44,13,19,12,13,0.3,4,9,4,17,0.39,10,0,0.5,,,,,,,0.5,33,11,74,30,2.24,2.73,53.5,20.5,119.97,55.91
912,944,,14,5,17,28,11,5,12,8,0.29,3,0,5,8,0.29,7,0,0.5,12,10,6,24,10,8,6,6,0.25,2,2,0,4,0.17,2,0,0.5,,,,,,,1.17,44,16,34,10,0.77,0.63,39,13,30.14,8.13
948,918,,4,8,13,22,4,6,12,14,0.64,0,2,1,3,0.14,3,0,0.5,11,7,17,26,8,6,12,10,0.38,3,1,5,9,0.35,6,0,0.5,,,,,,,0.85,39,17,45,19,1.15,1.12,42,18,48.46,20.12
898,774,,4,13,26,32,4,10,18,22,0.69,0,3,8,11,0.34,13,2,0.56,9,22,32,50,8,15,17,31,0.62,1,7,15,23,0.46,22,2,0.6,,,,,,,0.64,67,35,106,56,1.58,1.6,86.5,45.5,136.85,72.8
930,820,,8,6,18,26,7,6,13,13,0.5,1,0,5,6,0.23,9,0,0.5,8,20,32,42,7,14,21,21,0.5,1,6,11,18,0.43,15,2,0.52,,,,,,,0.62,45,19,83,41,1.84,2.16,64,30,118.04,64.74
914,848,,3,10,21,26,3,8,15,19,0.73,0,2,6,8,0.31,10,0,0.5,14,30,10,40,11,20,7,20,0.5,3,10,3,16,0.4,14,2,0.68,,,,,,,0.65,53,27,78,38,1.47,1.41,65.5,32.5,96.4,45.74
930,894,,13,6,16,30,11,6,13,9,0.3,2,0,3,5,0.17,4,0,0.5,18,14,8,30,12,11,7,6,0.2,6,3,1,10,0.33,8,0,0.5,,,,,,,1,44,14,46,16,1.05,1.14,45,15,47.05,17.14
916,872,,8,10,21,32,7,9,16,16,0.5,1,1,5,7,0.22,8,0,0.5,16,20,14,36,12,14,10,6,0.17,4,6,4,14,0.39,4,0,0.5,,,,,,,0.89,55,23,56,20,1.02,0.87,55.5,21.5,56.51,18.7
916,872,,8,10,21,32,7,9,16,16,0.5,1,1,5,7,0.22,8,0,0.5,16,20,14,36,12,14,10,6,0.17,4,6,4,14,0.39,4,0,0.5,,,,,,,0.89,55,23,56,20,1.02,0.87,55.5,21.5,56.51,18.7
956,814,,4,6,13,20,4,6,10,10,0.5,0,0,3,3,0.15,6,0,0.5,16,26,13,40,10,18,10,14,0.35,6,8,3,17,0.43,7,0,0.5,,,,,,,0.5,33,13,71,31,2.15,2.38,52,22,111.88,52.46
904,884,,7,14,20,32,6,11,15,13,0.41,1,3,5,9,0.28,6,0,0.5,15,21,14,38,12,15,11,7,0.18,3,6,3,12,0.32,6,0,0.5,,,,,,,0.84,54,22,57,19,1.06,0.86,55.5,20.5,58.58,17.7
942,864,,3,8,16,22,3,7,12,14,0.64,0,1,4,5,0.23,7,0,0.5,5,22,13,30,5,16,7,18,0.6,0,6,6,12,0.4,6,0,0.5,,,,,,,0.73,41,19,60,30,1.46,1.58,50.5,24.5,73.9,38.68
912,876,,5,16,11,26,5,12,7,10,0.38,0,4,4,8,0.31,4,0,0.5,18,21,14,40,13,16,11,8,0.2,5,5,3,13,0.33,2,2,0.53,,,,,,,0.65,44,18,63,23,1.43,1.28,53.5,20.5,76.6,26.19
934,846,,10,10,11,26,8,9,9,1,0.04,2,1,2,5,0.19,1,0,0.5,11,24,20,38,9,16,13,10,0.26,2,8,7,17,0.45,7,0,0.5,,,,,,,0.68,32,6,65,27,2.03,4.5,48.5,16.5,98.52,74.25
978,810,,1,4,8,12,1,4,7,9,0.75,0,0,1,1,0.08,2,0,0.5,9,36,21,46,7,24,15,26,0.57,2,12,6,20,0.43,16,0,0.5,,,,,,,0.26,22,10,92,46,4.18,4.6,57,28,238.36,128.8
894,872,,17,8,15,32,13,7,10,7,0.22,4,1,5,10,0.31,5,0,0.5,10,16,25,38,8,12,18,16,0.42,2,4,7,13,0.34,8,0,0.5,,,,,,,0.84,49,17,67,29,1.37,1.71,58,23,79.31,39.24
912,708,,14,6,21,34,12,6,16,14,0.41,2,0,5,7,0.21,8,0,0.5,31,19,33,62,21,15,17,16,0.26,10,4,16,30,0.48,18,0,0.5,,,,,,,0.55,55,21,108,46,1.96,2.19,81.5,33.5,160.04,73.38
954,820,,7,2,13,18,6,2,10,12,0.67,1,0,3,4,0.22,5,2,0.61,10,31,15,40,7,20,10,20,0.5,3,11,5,19,0.48,14,0,0.5,,,,,,,0.45,36,18,79,39,2.19,2.17,57.5,28.5,126.18,61.75
738,726,,32,20,30,56,21,15,20,7,0.13,11,5,10,26,0.46,7,0,0.5,20,31,36,58,14,21,23,11,0.19,6,10,13,29,0.5,10,0,0.5,,,,,,,0.97,89,33,98,40,1.1,1.21,93.5,36.5,102.96,44.24
924,900,,11,10,16,32,10,9,13,7,0.22,1,1,3,5,0.16,4,0,0.5,10,15,11,30,8,12,7,6,0.2,2,3,4,9,0.3,3,0,0.5,,,,,,,1.07,44,12,45,15,1.02,1.25,44.5,13.5,45.51,16.88
934,934,,15,9,7,26,12,7,7,10,0.38,3,2,0,5,0.19,4,0,0.5,5,10,11,22,5,9,7,5,0.23,0,1,4,5,0.23,7,0,0.5,,,,,,,1.18,41,15,32,10,0.78,0.67,36.5,12.5,28.49,8.33
932,922,,7,10,15,26,6,9,11,7,0.27,1,1,4,6,0.23,6,0,0.5,6,13,11,24,6,10,7,6,0.25,0,3,4,7,0.29,5,0,0.5,,,,,,,1.08,39,13,37,13,0.95,1,38,13,36.05,13
950,948,,7,5,14,22,6,5,11,11,0.5,1,0,3,4,0.18,5,0,0.5,7,10,9,22,6,9,7,5,0.23,1,1,2,4,0.18,2,0,0.5,,,,,,,1,37,15,31,9,0.84,0.6,34,12,28.49,7.2
838,928,,9,15,33,42,8,10,22,24,0.57,1,5,11,17,0.4,16,0,0.5,16,9,10,30,13,7,10,9,0.3,3,2,0,5,0.17,4,0,0.5,,,,,,,1.4,83,41,44,14,0.53,0.34,63.5,27.5,33.66,9.39
958,828,,5,13,5,20,5,10,5,10,0.5,0,3,0,3,0.15,6,0,0.5,32,12,19,46,21,11,14,17,0.37,11,1,5,17,0.37,16,2,0.52,,,,,,,0.43,33,13,82,36,2.48,2.77,57.5,24.5,142.88,67.85
936,872,,11,10,8,24,9,7,7,3,0.13,2,3,1,6,0.25,3,0,0.5,6,18,24,36,6,13,17,15,0.42,0,5,7,12,0.33,9,0,0.5,,,,,,,0.67,33,9,63,27,1.91,3,48,18,91.64,54
802,810,,18,21,28,46,14,14,18,8,0.17,4,7,10,21,0.46,9,0,0.5,18,22,28,48,14,15,19,9,0.19,4,7,9,20,0.42,7,0,0.5,,,,,,,0.96,75,29,77,29,1.03,1,76,29,78.03,29
844,914,,20,24,14,42,15,16,11,6,0.14,5,8,3,16,0.38,8,4,0.62,12,15,10,28,8,12,8,8,0.29,4,3,2,9,0.32,3,2,0.57,,,,,,,1.5,68,26,47,19,0.69,0.73,57.5,22.5,39.74,16.44
868,810,,12,20,19,38,10,15,13,7,0.18,2,5,6,13,0.34,5,0,0.5,18,30,14,42,11,20,10,18,0.43,7,10,4,21,0.5,9,2,0.52,,,,,,,0.9,58,20,83,41,1.43,2.05,70.5,30.5,100.89,62.53
906,684,,10,9,20,30,9,6,15,15,0.5,1,3,5,9,0.3,6,0,0.5,23,38,36,62,15,24,23,10,0.16,8,14,13,35,0.56,7,4,0.69,,,,,,,0.48,54,24,111,49,2.06,2.04,82.5,36.5,169.58,74.52
878,612,,17,4,21,32,13,4,14,13,0.41,4,0,7,11,0.34,10,0,0.5,30,33,22,66,17,17,17,15,0.23,13,16,5,34,0.52,14,4,0.7,,,,,,,0.48,56,24,119,53,2.13,2.21,87.5,38.5,185.94,85.02
834,782,,8,28,28,46,7,19,20,14,0.3,1,9,8,18,0.39,9,4,0.67,25,21,24,50,18,14,16,4,0.08,7,7,8,22,0.44,2,0,0.5,,,,,,,0.92,82,36,76,26,0.93,0.72,79,31,73.22,22.39
896,892,,8,12,21,30,7,9,14,12,0.4,1,3,7,11,0.37,10,0,0.5,6,18,20,34,5,14,15,11,0.32,1,4,5,10,0.29,5,0,0.5,,,,,,,0.88,53,23,55,21,1.04,0.91,54,22,56.04,20.09
928,858,,11,8,13,26,9,8,9,1,0.04,2,0,4,6,0.23,6,0,0.5,14,12,17,36,10,11,10,6,0.17,4,1,7,12,0.33,9,0,0.5,,,,,,,0.72,33,7,54,18,1.64,2.57,43.5,12.5,71.18,32.14
840,888,,16,14,27,40,12,10,18,14,0.35,4,4,9,17,0.43,10,0,0.5,13,19,15,36,10,14,12,6,0.17,3,5,3,11,0.31,4,0,0.5,,,,,,,1.11,71,31,53,17,0.75,0.55,62,24,46.28,13.16
956,952,,10,6,8,22,8,6,8,2,0.09,2,0,0,2,0.09,4,0,0.5,13,8,3,20,10,7,3,10,0.5,3,1,0,4,0.2,5,0,0.5,,,,,,,1.1,26,4,34,14,1.31,3.5,30,9,39.23,31.5
946,870,,8,6,14,24,7,6,11,9,0.38,1,0,3,4,0.17,5,0,0.5,16,19,16,38,12,14,12,4,0.11,4,5,4,13,0.34,2,0,0.5,,,,,,,0.63,37,13,55,17,1.49,1.31,46,15,68.38,19.62
879,776,,14,17,19,37,11,12,14,5,0.14,3,5,5,13,0.35,2,0,0.54,14,26,34,52,11,18,23,17,0.33,3,8,11,22,0.42,11,0,0.5,,,,,,,0.71,55,18,91,39,1.65,2.17,73,28.5,120.78,61.75
906,852,,11,13,19,34,9,11,14,8,0.24,2,2,5,9,0.26,6,2,0.53,15,19,23,42,11,15,16,6,0.14,4,4,7,15,0.36,6,0,0.5,,,,,,,0.81,53,19,63,21,1.19,1.11,58,20,68.94,22.11
